designation,ra,dec,parallax,phot_g_mean_mag,bp_rp
Gaia DR3 5998019895874780928,240.03043321410547,-38.39682619869986,7.594244118996563,3.4078684,-0.2772143
Gaia DR3 1243381938292692096,207.36890789539856,15.798083162203483,13.422818758026837,3.41004,1.7514839
Gaia DR3 5330160246631998848,136.03835273422885,-47.0977749570303,10.8265285960073,3.4186177,1.377886
Gaia DR3 588551501854159744,145.2869906228765,9.892141951709274,24.19762317452514,3.4208007,0.75040364
Gaia DR3 2717594072113956352,340.3658528815996,10.831311075878627,,3.4208996,0.034724712
Gaia DR3 5199386085968886528,158.86625302656304,-78.60773860956509,7.351357354280559,3.42169,1.8184111
Gaia DR3 5300534077635861888,137.74190406346486,-58.96684016755167,7.948093273210861,3.421808,-0.15955353
Gaia DR3 4156500578347841408,278.8016989610905,-8.245466019291719,17.695164442513324,3.4242194,1.5066714
Gaia DR3 6109087784495371648,207.40398070198327,-42.47381501215476,7.326930145519016,3.4261973,-0.09446168
Gaia DR3 2461150714560126080,27.865310207287475,-10.335213090796154,12.877029083346933,3.4277625,1.3258708
Gaia DR3 3683687763520080384,190.41242708810614,-1.4490230625523142,83.19347753572258,3.4332993,0.59854627
Gaia DR3 4254395871029677952,286.5621591057804,-4.882960200216354,25.640893345717434,3.4336429,-0.047222376
Gaia DR3 5512761468416162432,119.1944354921627,-52.98224123127124,5.685676033617275,3.4414794,-0.1348238
Gaia DR3 5273030069128572928,126.43376105915713,-66.13756340421502,30.21278124514609,3.4457974,1.3434641
Gaia DR3 805881416880407936,154.273151903808,42.91419397562115,14.459394988101115,3.446242,0.14738464
Gaia DR3 2658974606111711488,349.29478470898414,3.2823685553650206,24.195792360183937,3.4492388,1.219346
Gaia DR3 6913577284069471616,311.9343288484159,-5.027879830542929,6.469099931342217,3.449377,2.204833
Gaia DR3 216172202295911808,89.88240091334609,54.28410268168888,,3.4518437,1.2357638
Gaia DR3 2632117385335567872,348.5808228011476,-6.049875052865991,14.348160467396855,3.4539876,1.9112198
Gaia DR3 866177431955478144,110.03059448904996,21.982238707455554,53.769203794860104,3.4571264,0.56331587
Gaia DR3 4584613194593381888,269.4416075906706,29.24779516999184,23.854364728105196,3.4648023,1.160064
Gaia DR3 5164707970261890560,53.22829341517546,-9.458168216292322,310.5772928005821,3.465752,1.1402977
Gaia DR3 3827873938815011200,144.9642118182715,-1.143088703608386,12.905524033282878,3.4662993,1.5205231
Gaia DR3 4775977077371116672,68.49943929352415,-55.04500922068205,,3.4664958,0.016228199
Gaia DR3 3796442680948579328,177.67712091756832,1.763518531662046,90.89451645739487,3.468565,0.8189659
Gaia DR3 6002777448330124160,233.78480782543784,-41.16675206323056,,3.4685807,-0.24148607
Gaia DR3 5250032958818831360,146.31159319122628,-62.50786736246062,1.9841691082382484,3.4711742,1.5032215
Gaia DR3 2965792913525710976,87.83148955157748,-20.881971538960876,28.423443137771343,3.4712873,1.2782393
Gaia DR3 4937200425857908992,28.994282975057555,-51.60756961156581,56.85081150608127,3.4718022,1.1124663
Gaia DR3 6356375508718385024,325.37028223776923,-77.39112030905962,,3.4732316,1.242408
Gaia DR3 4609802834185436928,269.06327056542517,37.250566408097306,4.100249049969286,3.47414,1.4510767
Gaia DR3 3305012316783533056,60.1700400180681,12.490288479392149,8.039726228877436,3.4756324,-0.02798009
Gaia DR3 2964000159821218432,86.11439122579156,-22.45002336420253,112.29602820037746,3.476823,0.7528229
Gaia DR3 4081642115877635840,286.1711290600682,-21.741755781309788,23.812090431132717,3.4801962,1.2185223
Gaia DR3 4296708789290712064,298.8285089900959,6.404626612168723,73.52487469097186,3.4819748,1.1103241
Gaia DR3 6513525544581729536,342.1395041838119,-51.31714292378511,25.79022671282131,3.487227,0.2714889
Gaia DR3 4529285391533766400,275.9254783115971,21.768671633992867,26.963634851566006,3.4873433,1.3914938
Gaia DR3 6709267613942522496,276.7432910812464,-45.96869558670535,11.669600619552739,3.4887385,-0.120500326
Gaia DR3 622052899598187392,151.83312977678483,16.762660412755842,1.7965196308953622,3.4907143,0.12643838
Gaia DR3 5583216215017531648,102.46019909902277,-32.508458997835874,4.830039669869132,3.4911032,0.05365801
Gaia DR3 6020624858523492352,249.09371382836378,-35.2552842007589,10.345329309845912,3.49136,1.8451686
Gaia DR3 738259665062428416,163.3283586008161,34.2136536280549,32.92099356722732,3.494125,1.299505
Gaia DR3 5267405895350690304,107.18725486658857,-70.49844750153386,24.47747421624008,3.4989178,1.236007
Gaia DR3 4125171197089493760,264.39647046594615,-15.398818635694653,32.882797765427924,3.4990056,0.4560144
Gaia DR3 873035017257455104,111.43103524485525,27.797701341122824,24.020129776646378,3.50655,1.2394216
Gaia DR3 4402474042572385536,237.40470512724517,-3.430337302540748,,3.511335,0.028847218
Gaia DR3 3314024566919613952,65.73422490902678,17.542390757517502,20.30919733178576,3.516044,1.1873329
Gaia DR3 2720428303852574336,332.5511396899003,6.197966828673597,,3.516526,0.19628263
Gaia DR3 4672726716408826240,56.05317542343257,-64.80654280373156,30.440369973206874,3.5165603,1.3227131
Gaia DR3 5308225539451195520,149.21548431065693,-54.56776992491004,1.9030403042356356,3.521229,-0.0013577938
Gaia DR3 3296627028792695168,73.13318318973232,14.250398248921895,5.812463129775632,3.52523,2.4955971
Gaia DR3 4840356816072211712,63.50072823564913,-42.295271463682425,27.720985665984383,3.5266554,1.2994406
Gaia DR3 3337991583943473280,83.78449673650563,9.934150110721673,2.5935737953210762,3.528103,-0.14241743
Gaia DR3 2952868119987647744,103.54687424806049,-12.038691754586718,12.06755142240872,3.5294538,1.6721218
Gaia DR3 6828125061423674752,321.66677580627606,-22.411214998498547,7.371114494156851,3.5300386,1.1391373
Gaia DR3 643819484617141504,148.18983474754336,26.006706191116002,26.097073837299966,3.5301552,1.3946259
Gaia DR3 1977100856572910336,324.01079818650203,45.37459068778563,5.175964856383765,3.5311058,3.6234832
Gaia DR3 5338833263117260672,163.37423881457266,-58.85299792655974,33.52246589961509,3.5334344,1.189028
Gaia DR3 6161403234933741312,202.76097264117234,-39.407358352345675,,3.5339127,1.3142006
Gaia DR3 5318547273548061824,130.0731005351964,-52.921814838154795,7.0823165728302655,3.5350146,-0.15029526
Gaia DR3 433103132037681536,47.37522068555027,44.856842474273094,28.73143237779338,3.535792,1.1854105
Gaia DR3 1986628812013105152,337.38260044640924,47.706882023498416,1.4838483825810553,3.5363603,1.9957726
Gaia DR3 1671148277108755200,207.85808233061798,64.72327753159793,7.715734401192944,3.5380037,2.257103
Gaia DR3 3366754155291545344,106.02717676046669,20.570294274158407,3.0729129856354085,3.5395133,0.9869275
Gaia DR3 2996171698248699904,86.73885705541909,-14.821953605720934,44.79397747617685,3.5410435,0.2437489
Gaia DR3 5971244451311982336,253.08386981981704,-38.017636551986286,5.663246363273698,3.542674,-0.22109938
Gaia DR3 2139664063041544576,289.27614437073896,53.36900495687048,26.485325285667464,3.544013,1.1856759
Gaia DR3 6093220251160674688,214.85084131644513,-46.05811713873148,9.328553859478502,3.544546,-0.1571238
Gaia DR3 4822106194362165760,82.80326527079693,-35.470650672179325,11.729989775724453,3.5456567,1.3219001
Gaia DR3 5935906628641616128,254.8960413402936,-53.16034251142705,8.852009173616713,3.547944,1.6305463
Gaia DR3 5855802671046171648,191.5695494796672,-68.10814700338375,10.240972344520857,3.5488756,-0.15826988
Gaia DR3 2502847975056102400,40.82449887091414,3.235169345348113,,3.5503135,0.2172277
Gaia DR3 4870527586937201408,64.47392596972604,-33.79837213753377,18.400194296882404,3.5517442,-0.056988716
Gaia DR3 5521599549054493696,130.1565070492401,-46.648720227436435,0.4311601010823921,3.5536344,1.1115923
Gaia DR3 4936685751336237056,34.12809888310582,-51.5122651790229,21.68624832752511,3.5560112,-0.08851528
Gaia DR3 5337891256535666176,167.1474026341081,-58.97503165727452,0.22275528413050544,3.557437,1.4040642
Gaia DR3 5828952940687722496,243.85949430582085,-63.68574245974316,4.576631535207849,3.5603364,1.2776954
Gaia DR3 4878631812268014464,68.88740308086244,-30.562397782195685,15.450088518486938,3.5659256,1.1686037
Gaia DR3 2493390319631956352,34.83664886460604,-2.9787036389443307,,3.5681472,5.59058
Gaia DR3 3019816764523863552,93.71386334648815,-6.2748597203681555,5.10558442089515,3.5708857,1.4930692
Gaia DR3 1931192500887330688,345.48038407430573,42.32598623163029,9.305137249961678,3.575974,-0.008019924
Gaia DR3 3312748824193704832,67.14423196264237,15.962025308010457,24.76925610737078,3.577121,1.1619499
Gaia DR3 3168265196643846400,109.52303150106083,16.540225963939488,32.60681934596957,3.5799253,0.24518347
Gaia DR3 1064092789129355136,142.88317471411838,63.061979025953285,42.09035883464328,3.5820162,0.5467346
Gaia DR3 5173421634271199104,44.107223636728506,-8.899117343536275,24.217770009174714,3.5833347,1.300211
Gaia DR3 3207534529304666240,79.40154704838251,-6.844450161811125,6.014663648195368,3.5883799,-0.034028053
Gaia DR3 5300734910309994240,139.05006945281832,-57.54153282068637,6.250075545962206,3.5909956,1.9417825
Gaia DR3 6518817665843312000,335.6844004512271,-45.94804349249061,6.185845810192854,3.5925784,4.267953
Gaia DR3 4757601523650165120,83.40631067329583,-62.489769239431524,2.930785424074064,3.5934615,1.0495744
Gaia DR3 939307084189685248,103.19723612430526,33.9610470125569,16.87007592104058,3.593621,0.25687075
Gaia DR3 6203033940614597504,220.9139848128326,-35.174458280736005,14.508191435737391,3.594247,1.559411
Gaia DR3 5912398348432135552,262.77412911919896,-60.68428368485731,14.468825378028784,3.596028,-0.026394606
Gaia DR3 3174163561130003840,69.54473362633105,-14.304709387338377,28.876933013531165,3.601026,1.3143642
Gaia DR3 4990516294443333504,2.3534338435390842,-45.74822211784421,22.608140683809946,3.6017847,1.1949651
Gaia DR3 1273423791421021568,231.9562807016411,29.106103677611483,27.925632182460006,3.6044285,0.34989166
Gaia DR3 2090687795056051328,282.5199906501613,33.362650393309416,3.598248453237108,3.6048782,0.21071863
Gaia DR3 5642935536248627456,132.63234221962838,-27.709458050234254,15.514237356417429,3.6095452,1.4735351
Gaia DR3 2891816671700460288,95.52831507928491,-33.43663025921882,15.049040159579686,3.6113985,1.092516
Gaia DR3 916230087468692864,125.70865948297298,43.18768339881599,8.88283223057729,3.613737,1.7807148
Gaia DR3 3214077516844988800,81.11923705133687,-2.3971524975189644,1.5783049215332816,3.6153696,-0.22188401
Gaia DR3 2365464065885835904,3.6599461564529565,-18.933189798652894,7.079731486363765,3.615524,2.0311046
Gaia DR3 66526127137440128,57.29068893293528,24.053211829998986,8.118448445799721,3.6157947,-0.036376238
Gaia DR3 5775835843156608256,248.359945607511,-78.89749578943699,21.303270774745105,3.620061,1.1363041
Gaia DR3 2059372363884259072,299.07636376369845,35.08329669254902,23.548195310556714,3.6234016,1.217066
Gaia DR3 5236306071562633344,176.40065646582843,-66.72860365116325,23.728944114455828,3.624794,0.30536938
Gaia DR3 6265374394490973184,233.88187249166222,-14.789500781858125,20.25928939630109,3.625443,1.2459273
Gaia DR3 6539947667988856320,347.5905760162791,-45.246834538955106,15.856632630340396,3.6254985,1.189776
Gaia DR3 2392584791494639744,350.74203460091184,-20.101016671995655,19.85575411998934,3.6269598,1.3260231
Gaia DR3 3992011061833780096,168.80082789260484,23.095482313567242,4.293597282985172,3.6306431,2.2561414
Gaia DR3 116339982466340736,42.496308810421745,27.25998890692297,,3.6328406,0.0097949505
Gaia DR3 2989528414633822464,77.84544163484792,-11.8488309684996,6.077662841446712,3.6340435,3.6775446
Gaia DR3 2995725777563537792,89.10103276512667,-14.16708077541103,66.85733766272052,3.635856,0.5394423
Gaia DR3 660136821288588416,131.17116036160883,18.153295569011824,23.827111033669258,3.6373575,1.279752
Gaia DR3 4803692295174064256,89.78680236025778,-42.81518136667342,7.402087475427315,3.6376557,1.2990015
Gaia DR3 6838023243053666688,325.02361799924387,-16.662413768068262,19.103692360380798,3.6419108,0.47295427
Gaia DR3 2251191616254289152,297.04417326624304,70.26810826288803,21.32193454044623,3.64309,1.1272447
Gaia DR3 6705977119250947712,271.65772381444384,-50.09152286889015,2.946986528235679,3.643981,-0.06000352
Gaia DR3 2851617392714906880,359.4395212218164,25.14126236383725,6.424684031654784,3.6454024,2.2304196
Gaia DR3 6209215257553893760,234.6639572152854,-29.777876079016277,,3.6462045,-0.20375848
Gaia DR3 5114760146310175488,56.53581852874381,-12.101324281489884,6.3942979251323235,3.6505644,1.9839551
Gaia DR3 1667976701458958848,211.09674420277332,64.3759244157777,12.515550878050064,3.652423,0.02751255
Gaia DR3 1195823284391343104,236.54720068018437,15.421606892423219,21.59236669085102,3.6537793,0.19625878
Gaia DR3 1398822783330261248,240.66277161527762,47.24063069977545,8.162068243632802,3.6584573,3.9391582
Gaia DR3 3458053271535395712,87.87241834932108,39.14852708253507,16.141362024149977,3.6593385,1.3051217
Gaia DR3 6419476755916988032,280.7589179465574,-71.42882003717182,15.149521371487978,3.660477,1.3616574
Gaia DR3 3041619014955371392,115.31146191996875,-9.551220883265277,22.38391398947461,3.6608422,1.2243092
Gaia DR3 5263150888430619904,115.45573667976751,-72.60603326581551,22.437703394578442,3.6618443,1.2499113
Gaia DR3 243276881910517120,56.29837849320915,42.57854136383548,5.47664352654924,3.663778,0.64254975
Gaia DR3 1891598193816300544,331.7542260532072,25.34522096646813,84.00535559575758,3.6638713,0.6844826
Gaia DR3 5639188675501966464,130.897995022965,-33.18633878364722,4.1089407095859665,3.6639202,-0.21116614
Gaia DR3 418001477279154304,9.24298360611852,53.89686812148113,6.665665800676212,3.664362,-0.26069522
Gaia DR3 1907131544341497600,333.9924535004023,37.748734832792465,4.810812222315158,3.6651716,1.5505455
Gaia DR3 3287731945364911232,72.80151646339951,5.60510830642511,3.8715039967063936,3.6682577,-0.13683939
Gaia DR3 644306911864817152,142.93003485076122,22.967819938531292,8.755452958540147,3.6707792,1.806643
Gaia DR3 4929469381645492864,22.81387226522309,-49.07201823342556,22.793478789309944,3.6708763,1.2102952
Gaia DR3 2939555954755196160,99.17128532129774,-19.256190699068565,48.849033225640284,3.673236,1.2523794
Gaia DR3 1876331990259358976,341.63310142716244,23.565612345440783,8.59870356298172,3.6866872,1.2349954
Gaia DR3 1201067439457715072,245.47983846631206,19.153320268640844,16.86704837454732,3.691747,0.44065666
Gaia DR3 3232262786334597888,73.56290684709873,2.4406776157180046,3.294487559717264,3.692016,-0.1765194
Gaia DR3 1193030490492925824,239.11469743534354,15.655912590196278,89.56466413447797,3.694426,0.7034795
Gaia DR3 65271996684817280,56.2190045645284,24.11313304360812,8.345685150896063,3.6982086,-0.08796215
Gaia DR3 6521011466420795392,337.3175394102386,-43.495575710061814,9.998096537714888,3.6997373,1.1807854
Gaia DR3 4426032591025363200,237.7045892801561,4.478006603862712,45.329258377441285,3.699778,0.2577958
Gaia DR3 4254220979971917056,285.42001937869355,-5.739280970265661,21.566909465839547,3.700353,1.3139567
Gaia DR3 12730974556132096,51.7925714099467,9.732550147153876,16.791442221122395,3.7018294,-0.05780959
Gaia DR3 1964791583368233088,318.6986966847419,38.04737760007011,,3.7045398,0.6049206
Gaia DR3 2713996126469641984,347.38107805306356,8.677154419410527,,3.7052495,2.732137
Gaia DR3 1049765396704695936,147.74478153974084,59.03805958941325,28.378297904109104,3.705446,0.49090004
Gaia DR3 441161693272718336,43.5644294632559,52.7624559609044,12.372553770757877,3.707698,1.003762
Gaia DR3 6304988355324252928,213.22396702995383,-10.27308574177618,11.587768428938862,3.7098556,1.5545013
Gaia DR3 4482432246132106496,271.837158305769,9.564197857391276,38.12630610581889,3.7121606,0.24073482
Gaia DR3 2630576144911349248,349.2121666360522,-7.7265601174932055,6.161173380222363,3.7154613,2.5942733
Gaia DR3 5935306123457567616,244.95898537846745,-50.15573684856687,23.569837041074514,3.7174704,1.2515533
Gaia DR3 3296329370379163520,74.09247641162624,13.51426918734195,18.090350443745088,3.7191608,1.3636076
Gaia DR3 35845938787261952,43.952039093037854,18.331570036339052,,3.7192929,3.3434803
Gaia DR3 6406700636957782144,338.25064171392336,-61.982210340229564,11.527418412680735,3.7205575,2.4814777
Gaia DR3 4506929502678142336,284.9054165540201,15.067972422867443,18.18210163111893,3.7267342,1.2454195
Gaia DR3 3655377057091634304,221.56166928298174,1.8927928769364972,24.28138633500273,3.728377,0.056666613
Gaia DR3 5449188358930264704,156.78749738187875,-31.067735592542967,8.90694125994316,3.732725,1.6335537
Gaia DR3 5626529620176041600,130.02565578266555,-35.3084465169506,8.459814469376584,3.7353456,1.1037357
Gaia DR3 1810711143451975296,309.90982926217725,15.912023765956633,13.72980762879482,3.7358906,-0.013530731
Gaia DR3 5606936597848690432,109.1457370491467,-27.88100738625123,7.622758121021305,3.7392623,2.174264
Gaia DR3 2022881668925464320,292.17575748718303,24.664430897779596,11.223782215088754,3.7411165,1.880163
Gaia DR3 2136270970154631168,292.42664190032,51.73034634257358,26.63630356511057,3.7418947,0.28395772
Gaia DR3 4933453324590295040,16.520955996941634,-46.7183906492276,,3.7442322,1.0650146
Gaia DR3 1713631344821548544,216.8815945979563,75.696086179794,9.32154837757187,3.7445457,1.6027946
Gaia DR3 3490322803937287680,177.18767068873186,-26.74982527348771,6.97692663465877,3.7452638,2.6773446
Gaia DR3 4240272953377646592,298.11824336043924,1.0056218968067914,3.6714961421919132,3.7476714,1.1424677
Gaia DR3 5255378028454342272,156.96958728792242,-58.73939589190718,2.111081211869636,3.75138,0.56035995
Gaia DR3 4472097420946809600,266.97306262165563,2.7069481817732406,33.61738000890459,3.7528484,0.10874796
Gaia DR3 1971163631220899968,323.4950664261138,45.59142329775108,25.93591620682942,3.7549741,1.089669
Gaia DR3 1220404653534258816,239.39649360413006,26.8776086454839,13.492248317949882,3.7562327,1.4142745
Gaia DR3 4093933487636355968,273.44087503714815,-21.058837185602606,,3.7602293,0.46177268
Gaia DR3 2804918316384272128,11.834197767390048,24.266821770248253,18.00829036636135,3.7604692,1.3415298
Gaia DR3 6396597121531742336,322.1882261545196,-69.50558994559765,7.835541008194464,3.761446,3.1976733
Gaia DR3 6717964750922730624,287.50734415474875,-39.34096265603892,5.864539517542389,3.7625673,1.3342636
Gaia DR3 1459043241342371328,207.9477024650543,34.444094754116385,6.20366601067614,3.7662876,2.281535
Gaia DR3 6337717036911729024,220.76559123742143,-5.6596064403480675,52.18150644577868,3.7671251,0.60099745
Gaia DR3 5823955832142075776,234.1803642557681,-66.31728302842396,15.199372559477897,3.7681618,1.3424637
Gaia DR3 1797346167298274304,322.487178472437,23.63885637276082,7.282392278901804,3.7691293,1.9460707
Gaia DR3 1790202365373760256,320.52216241512485,19.804789713946604,20.848168338475414,3.7720094,1.2937248
Gaia DR3 1006142960069707648,94.47834228542395,61.515276001012744,4.409634883373037,3.7721922,2.5430622
Gaia DR3 6903096911032851584,311.9191094158736,-9.4959321959202,13.36194092373182,3.774703,0.058475256
Gaia DR3 3143460557918325248,112.04053009037109,8.925573994135036,3.1339523529566757,3.7767541,1.6496048
Gaia DR3 3553136288324444544,164.94144070127717,-18.298214614578484,20.369307877813785,3.7779377,1.2704289
Gaia DR3 5269012591076800256,109.20754067675165,-67.95711493884554,4.752157451353536,3.7786546,0.96712303
Gaia DR3 1148730170578687744,112.76849327167622,82.41128209857068,6.554870064107842,3.7795882,2.4479337
Gaia DR3 6803883097774049280,316.78182011887355,-25.006049087813057,7.062865839985804,3.7819405,1.936008
Gaia DR3 1732693474833518720,318.95621022408744,5.24749263724808,17.19852048253453,3.782287,0.7810426
Gaia DR3 705156050012755712,131.6741399256985,28.759698916431567,9.412396164467594,3.7832348,1.1565652
Gaia DR3 1988193348344678656,337.82387715226025,50.28256960268281,31.494325261657497,3.7837074,0.050554276
Gaia DR3 5426587107145955712,142.6736972497101,-40.466465971955536,,3.784305,0.5198412
Gaia DR3 1144716265942885888,144.27155032517524,81.32630730588205,3.5422715513901784,3.785223,1.6186349
Gaia DR3 3626724299468272384,193.58807912583163,-9.539057096452607,5.020505456961538,3.7855816,2.246108
Gaia DR3 285049252792128512,75.85449600717394,60.442181536184144,3.88000181288587,3.7896965,1.0998719
Gaia DR3 3216486443742786048,84.68652242854718,-2.6000786610750604,,3.790166,-0.33297825
Gaia DR3 1362451076122760320,264.86615107268545,46.00634774932603,6.515743581618788,3.7906454,-0.21545649
Gaia DR3 1505343882144388864,211.98238473495357,43.85431544066182,6.011020313112767,3.792248,2.8068156
Gaia DR3 1812371096773414144,309.4781975051933,18.26885690965373,8.431493196545812,3.7925513,3.5654202
Gaia DR3 6687035763708945792,298.81547243761065,-41.86803306862408,16.207208310821308,3.793246,1.272738
Gaia DR3 1561883759343666304,205.18432046217268,54.6815877644277,5.59626428384964,3.7974348,2.0828464
Gaia DR3 3334901543952614528,84.2270617541914,9.289315600777243,28.672196661235088,3.7976506,1.2128313
Gaia DR3 1010770873228612608,135.90617083459304,47.156273386809694,,3.7986155,0.077129126
Gaia DR3 6634378296431076864,275.8068056500598,-61.49387210102472,4.404127694088305,3.7995434,1.690515
Gaia DR3 5059348952161258624,48.020701120552644,-28.98487006133274,71.43370405378651,3.8014393,0.7217684
Gaia DR3 1117104986348319232,135.63596066238887,67.62969623064188,10.165762024522257,3.8032541,2.2326393
Gaia DR3 3360277997443303424,108.34287487123926,16.158780011535235,5.030954301355951,3.8033657,2.6298475
Gaia DR3 2315550051916217856,6.981967886364166,-33.00738563529265,5.898388870903959,3.8037894,2.347153
Gaia DR3 4679700059672168960,59.68654043977156,-61.400248435410774,6.038161508490298,3.804274,1.9747052
Gaia DR3 5301472064124336000,133.76161710365147,-60.64443834676047,11.194108872312354,3.8086858,-0.09350085
Gaia DR3 6110381256839901440,209.56763096582756,-42.10084266978547,7.100153567583698,3.8089063,-0.28811407
Gaia DR3 203855713561818240,69.17259751847932,41.26475172720214,3.6003144749177594,3.8100004,1.4448087
Gaia DR3 5540591825707339648,122.83950361494622,-39.618529839401084,2.3830674713203885,3.8102102,1.7939374
Gaia DR3 6704767209778958976,277.20869269804166,-49.07161003065623,26.698398777970862,3.8142595,1.221273
Gaia DR3 3631753877970312576,202.99072239216824,-6.256019401834447,6.949898979981095,3.8150225,2.136662
Gaia DR3 2391835199442300544,351.5113649839112,-20.642302407986215,10.58735744663141,3.8150816,1.6800966
Gaia DR3 3695061317957036928,184.9761836854102,-0.6668746066407334,13.169161643972288,3.8159492,0.07741189
Gaia DR3 5842864786417716608,188.1159696652917,-72.13301496237534,8.601529638207838,3.8161688,-0.17999649
Gaia DR3 4389237503121158016,261.6286762232637,4.140389425891086,3.7578238107583117,3.818025,1.6424351
Gaia DR3 4951967794731342464,40.167596942337,-39.85549757179939,22.285267156631964,3.821736,1.231327
Gaia DR3 4792774797545800832,86.82123452009108,-51.066136257823345,50.930690628822894,3.8232422,0.2614324
Gaia DR3 2793343001564046976,7.01268028478256,17.893217438629772,6.002455748722853,3.8245497,2.6335804
Gaia DR3 5524834518404115840,131.0996357921678,-42.64919068492049,14.038717551015347,3.825603,1.0696611
Gaia DR3 3870025847369674624,158.2027646952496,9.306570149631488,1.5912719917828275,3.8256657,-0.18024254
Gaia DR3 1186417202929896960,221.52437843000473,15.131856044868343,5.108426808605989,3.8274627,3.164297
Gaia DR3 6001701610563428224,234.51243809068475,-42.567086941005236,15.283840802055712,3.828281,1.6087854
Gaia DR3 2714292032537154944,346.7511200283204,9.409438166589366,9.919737076853556,3.8308668,1.9239011
Gaia DR3 4589549005370416256,271.885629543314,28.762527299687893,9.348675372084287,3.8321147,0.049307346
Gaia DR3 3864344017954021120,164.00601562941623,6.1853401757926,8.745383837761048,3.834727,3.3479905
Gaia DR3 40834354322264832,52.71832563316209,12.936672293685813,9.690734599826428,3.8361235,1.2720697
Gaia DR3 2556759229189045632,12.170968944689207,7.5848586637986335,10.857693757451099,3.8363445,1.7431266
Gaia DR3 6070423698625106560,204.99850607667705,-49.94990050552723,5.875170461238087,3.8364408,3.3173308
Gaia DR3 5254185333179488768,160.8844000286122,-60.5666080044978,2.20082806220161,3.8380425,1.9383647
Gaia DR3 3879879704937353984,151.97575532818473,9.997218678018779,11.020914691795813,3.8388133,1.6376879
Gaia DR3 6260822966106824576,238.4568695566871,-16.728699526538854,19.47872971184453,3.8406856,1.2117784
Gaia DR3 6512396139980581376,345.2195598694251,-52.75419011214398,19.91080105557091,3.8416972,1.186188
Gaia DR3 1279618955326351488,220.85561001435758,26.527782631360317,5.512445131360102,3.841982,2.2442331
Gaia DR3 216718178536050176,56.07975605974174,32.28820323631351,3.0223525151861725,3.842228,0.13077712
Gaia DR3 364785939116867072,14.189228786797868,38.49948894197979,26.704629786620664,3.8432207,0.22131753
Gaia DR3 246265388874592768,63.724475082644574,48.40925558769521,3.939483224357637,3.8461115,1.186979
Gaia DR3 5416916936743969152,153.68308364353916,-42.1217211333132,31.636907726252893,3.8466654,0.08972001
Gaia DR3 6107651444350934400,209.66962190153635,-44.80368370039489,,3.8492305,-0.28353953
Gaia DR3 2677558895241364864,335.41464491996317,-1.387299331506994,25.85506687180807,3.8492627,-0.031761408
Gaia DR3 6127688772460862976,189.4244346160047,-48.54133539851064,24.29534892468189,3.8500426,0.1107769
Gaia DR3 2200153454733285248,337.2928846512036,58.41520817273959,3.5550642334569473,3.8505998,0.9706149
Gaia DR3 5364580148905328256,159.32453165752833,-48.22566700401987,37.433862578079676,3.854386,0.43157673
Gaia DR3 3751290548759011712,159.38882545581276,-13.384714500731478,,3.857222,2.4682019
Gaia DR3 3905768599567468544,181.30120410793702,8.733166497297692,19.49358769061892,3.8577967,1.1557908
Gaia DR3 2743004129429424000,356.59784232955866,3.4867017575906436,4.089402683709545,3.861429,2.551777
Gaia DR3 2006840790679122688,339.65844191354597,56.795491107670266,7.223356589961869,3.861995,2.6742692
Gaia DR3 65283232316451328,56.45679586432521,24.36754142471917,7.671309961502887,3.863349,-0.013768196
Gaia DR3 5687035813759862272,147.86962124048864,-14.84674778224562,,3.8642342,1.1256077
Gaia DR3 5329941409468845824,131.50677499291484,-46.04150716596181,2.3017049618929617,3.8647258,0.1399517
Gaia DR3 6041076668127513984,239.22106830024902,-29.21417958464532,7.321834395676366,3.8667355,-0.27118206
Gaia DR3 119186137034428032,50.08480629155294,29.048386408151032,5.034723041629357,3.8667917,1.7511015
Gaia DR3 249147311932147072,52.64371528526615,47.99530064901789,9.505969376245389,3.8675852,1.5535862
Gaia DR3 1623289903206300928,240.46954398425984,58.56673458360329,46.4664631070124,3.869275,0.72880006
Gaia DR3 5351595878668219776,158.8969397634595,-57.557632157144205,2.2158629550985287,3.87057,1.7417026
Gaia DR3 5902489309145870464,227.9829840971186,-48.738042095837756,17.58878864679457,3.8706172,-0.0259614
Gaia DR3 6085579126381717504,193.27823874992558,-48.943422791888715,10.33341637980193,3.8707404,1.5401075
Gaia DR3 5346659311979165184,170.2514139929002,-54.49106621877023,13.95977291202661,3.873441,-0.18834853
Gaia DR3 3015112126066981376,80.98671811819419,-7.8082568853521925,19.45004933376947,3.8751557,1.1508565
Gaia DR3 2056616231822305280,308.4757640562065,35.25082566230425,0.8792483739781002,3.8773339,1.9055309
Gaia DR3 5334994490080052352,176.62822423804158,-61.178474345917756,7.989415632512049,3.8793738,1.0675375
Gaia DR3 5770136009232924800,216.72625784336776,-83.66794635335597,10.870626149789365,3.8798318,1.5078189
Gaia DR3 574112955678493824,17.192472075022426,86.25704383383308,10.803434475714374,3.8803709,1.3763363
Gaia DR3 3845263368043470080,138.59168138850072,2.312888230104385,27.07038074089186,3.8813465,-0.038165808
Gaia DR3 3877751153505015552,150.05321394732067,8.044122387056774,6.85128238512063,3.8831792,2.0592146
Gaia DR3 2065606182478642560,314.2934778722158,41.16710101968394,7.956829648283635,3.88561,0.0804441
Gaia DR3 1385978666451514112,244.93506863647633,46.313533018260976,10.162563126660359,3.8871303,-0.17080116
